"","sites","wetland","temp","prec","wetland.2","wetland.3","wetland.4","wetland.5"
"71",71,0.298812969799499,-3.07313346874519,-1.30409522512049,0.304316105200206,0.271683333822838,0.139178384957494,0.107357114991252
"72",72,0.467081400380416,2.33829870474891,9.59271949615942,0.455757692723031,0.392836603841099,0.254273991474841,0.210943160856864
"73",73,0.409984416605586,-0.349495161036123,-7.64231021331718,0.404370407325684,0.351726775523221,0.215219654572857,0.175794257645079
"74",74,0.696452994698857,3.16635150600482,-7.82522064528471,0.662192127609628,0.557984151750376,0.411164161988655,0.352144314319296
"75",75,0.395911220292854,-1.13493255879184,-2.25602288530602,0.391704530644225,0.341594074178054,0.205593588294948,0.16713079799496
"76",76,0.276284028083555,-2.28453515937068,-4.28658118990827,0.284040057655857,0.255462495787359,0.123768588823788,0.0934882984709165
"77",77,0.390755573153046,-0.825902974556624,1.32314214733576,0.387064448218398,0.337882008237392,0.20206712565132,0.163956981615695
"78",78,0.432802865255427,7.80529282336474,4.34734792609221,0.424907011110541,0.368156058551107,0.230827473449349,0.189841294633921
"79",79,0.266722626398141,-11.3765597828932,-0.612636303056025,0.275434796138983,0.24857828657386,0.117228590070965,0.0876022995933751
"80",80,0.505318064249748,1.94434458641223,3.64971808081228,0.49017069020543,0.420367001827017,0.280427869561464,0.234481651134824
"81",81,0.46479140454278,3.72262694541032,-0.304878467277607,0.453696696469159,0.391187806838001,0.252707634321898,0.209533439419215
"82",82,0.355241803986823,-4.96067316247041,0.531495493714554,0.355102055968797,0.312312094437711,0.177775707541623,0.142094705316968
"83",83,0.675183721455932,6.10519286214038,-4.28390935748616,0.643049781690996,0.54267027501547,0.396615979090494,0.339050949710952
"84",84,0.169707334246495,4.39486719641922,5.51315728039243,0.188121033202502,0.178727276224675,0.0508701302392389,0.027879685744822
"85",85,0.544978891643643,-0.0226608020690553,0.577790712397576,0.525865434859935,0.448922797550622,0.307555875498888,0.258896856478506
"86",86,0.711446049422423,0.770012042526086,12.8649325371724,0.675685876860837,0.568779151151343,0.421419411419574,0.361374038807123
"87",87,0.640045971085745,4.97665287175094,1.40901480183869,0.611425806357827,0.517371094748935,0.372581757837286,0.317420150583064
"88",88,0.135352524940733,-3.26095010637578,-1.61052387663451,0.157201704827317,0.153991813524527,0.027371440674098,0.00673086513619524
"89",89,0.647574331914067,2.5511734737511,-5.42457559459046,0.618201331103317,0.522791514545327,0.377731156643858,0.322054609508979
"90",90,0.491447921982614,6.61005227931063,-1.70151454507127,0.477687562165009,0.410380499394681,0.270940692250744,0.225943191555177
"91",91,0.588580971499907,2.10084216796105,-2.46234878170511,0.565107306730573,0.480316295047132,0.337379698120573,0.285738296838022
"92",92,0.554078831086498,0.143008466677305,1.79577326718342,0.534055380358505,0.455474753949477,0.313780234077801,0.264498779199528
"93",93,0.322939195556805,2.9727617178842,-3.03938204014632,0.326029708381781,0.289054216368098,0.155680723375491,0.122209219567449
"94",94,0.180387084264139,-1.37189421900894,-10.1624504707195,0.197732808218382,0.186416696237379,0.0581750792513078,0.034454139855684
"95",95,0.599956170254574,-0.677029773142724,3.71929899257155,0.575344985609774,0.488506438150492,0.345160334068765,0.292740869191396
"96",96,0.261527660514967,1.69087338633949,-5.79697063389175,0.270759326844127,0.244837911137975,0.113675233406874,0.0844042785956932
"97",97,0.286649542510488,6.55028245972538,-2.64023650913294,0.293369020640096,0.26292566617475,0.13085860069181,0.0998693091521364
"98",98,0.442485040087286,4.36020067546091,0.648646292063455,0.433620968459214,0.375127224430045,0.23745008103434,0.195801641460413
"99",99,0.883867847473951,5.28620967265732,-2.48504668858694,0.830865495107213,0.692922845748444,0.539355921286819,0.467516897687644
"100",100,0.577883717015776,0.58759141499663,-1.86589544224812,0.555479777694855,0.472614271818557,0.330062776053427,0.279153066977591
